column1,column2,column3,column4,target
605.0,429.0,164.0,562.0,1
505.0,571.0,479.0,986.0,1
3.0,857.0,163.0,408.0,0
506.0,601.0,946.0,147.0,0
192.0,602.0,783.0,867.0,1
463.0,475.0,88.0,823.0,0
848.0,295.0,629.0,501.0,0
631.0,337.0,20.0,125.0,0
303.0,446.0,853.0,36.0,0
475.0,632.0,405.0,883.0,0
563.0,623.0,815.0,52.0,0
867.0,192.0,624.0,153.0,0
227.0,844.0,521.0,305.0,0
671.0,521.0,320.0,866.0,0
910.0,913.0,582.0,589.0,1
574.0,735.0,20.0,282.0,0
304.0,224.0,88.0,493.0,0
455.0,825.0,409.0,381.0,0
577.0,939.0,68.0,608.0,1
400.0,547.0,296.0,660.0,0
199.0,887.0,87.0,690.0,1
727.0,881.0,400.0,386.0,0
304.0,623.0,741.0,425.0,0
98.0,610.0,262.0,647.0,0
301.0,112.0,913.0,646.0,0
703.0,740.0,989.0,270.0,1
358.0,411.0,982.0,140.0,1
54.0,693.0,631.0,90.0,0
670.0,697.0,246.0,140.0,0
445.0,268.0,721.0,505.0,0
297.0,889.0,603.0,956.0,1
240.0,102.0,417.0,3.0,0
839.0,149.0,291.0,365.0,0
644.0,612.0,187.0,618.0,0
603.0,105.0,265.0,53.0,0
955.0,377.0,826.0,746.0,0
514.0,183.0,671.0,90.0,0
150.0,963.0,826.0,615.0,0
566.0,336.0,722.0,551.0,0
721.0,959.0,689.0,160.0,0
61.0,674.0,702.0,600.0,1
580.0,956.0,547.0,397.0,0
902.0,849.0,225.0,98.0,0
717.0,909.0,568.0,302.0,0
602.0,142.0,658.0,210.0,0
839.0,775.0,291.0,165.0,0
27.0,47.0,998.0,698.0,0
625.0,290.0,78.0,483.0,0
408.0,399.0,672.0,153.0,0
977.0,694.0,1.0,264.0,0
140.0,515.0,366.0,306.0,0
886.0,733.0,579.0,817.0,0
976.0,780.0,645.0,339.0,0
923.0,570.0,547.0,722.0,1
987.0,455.0,626.0,944.0,0
418.0,410.0,150.0,285.0,0
658.0,299.0,143.0,99.0,0
432.0,685.0,440.0,557.0,0
26.0,214.0,411.0,795.0,0
731.0,187.0,938.0,830.0,0
131.0,80.0,13.0,691.0,0
917.0,91.0,386.0,523.0,0
524.0,696.0,402.0,643.0,1
396.0,913.0,554.0,118.0,0
998.0,56.0,428.0,639.0,0
637.0,872.0,851.0,510.0,0
976.0,881.0,247.0,536.0,0
835.0,192.0,634.0,488.0,1
859.0,848.0,608.0,834.0,0
575.0,557.0,527.0,287.0,0
754.0,285.0,248.0,369.0,0
495.0,247.0,72.0,590.0,0
115.0,909.0,875.0,382.0,0
486.0,94.0,914.0,488.0,0
838.0,357.0,227.0,582.0,1
652.0,652.0,532.0,448.0,1
505.0,447.0,207.0,205.0,0
506.0,417.0,607.0,839.0,0
273.0,89.0,115.0,742.0,0
612.0,371.0,162.0,367.0,0
523.0,135.0,35.0,109.0,1
483.0,693.0,102.0,438.0,0
87.0,336.0,244.0,238.0,1
554.0,831.0,943.0,716.0,0
168.0,731.0,532.0,400.0,0
341.0,132.0,654.0,204.0,1
971.0,566.0,627.0,426.0,0
495.0,373.0,368.0,760.0,0
902.0,100.0,779.0,672.0,0
349.0,858.0,926.0,288.0,0
721.0,545.0,427.0,188.0,1
256.0,24.0,943.0,61.0,0
655.0,574.0,642.0,94.0,0
241.0,800.0,156.0,48.0,1
823.0,394.0,568.0,407.0,1
762.0,522.0,626.0,155.0,0
913.0,804.0,640.0,508.0,0
374.0,887.0,842.0,75.0,0
450.0,373.0,754.0,329.0,0
750.0,890.0,870.0,653.0,0
993.0,613.0,560.0,357.0,0
413.0,19.0,190.0,816.0,0
363.0,808.0,165.0,922.0,0
435.0,508.0,14.0,815.0,0
687.0,336.0,359.0,357.0,0
410.0,436.0,132.0,419.0,0
385.0,335.0,25.0,462.0,0
108.0,968.0,6.0,66.0,0
128.0,925.0,185.0,709.0,0
486.0,116.0,661.0,344.0,0
672.0,174.0,699.0,405.0,1
800.0,761.0,791.0,514.0,0
325.0,30.0,189.0,628.0,1
477.0,21.0,61.0,678.0,0
565.0,838.0,325.0,159.0,0
11.0,569.0,36.0,5.0,0
92.0,649.0,551.0,452.0,0
488.0,615.0,385.0,172.0,0
308.0,430.0,598.0,929.0,0
932.0,932.0,19.0,187.0,0
431.0,308.0,287.0,823.0,0
117.0,215.0,128.0,220.0,0
833.0,2.0,658.0,955.0,0
117.0,416.0,540.0,443.0,1
765.0,39.0,191.0,256.0,0
103.0,689.0,853.0,92.0,0
956.0,926.0,416.0,736.0,1
250.0,617.0,531.0,966.0,0
559.0,776.0,115.0,873.0,0
121.0,870.0,634.0,686.0,0
229.0,831.0,159.0,793.0,0
897.0,675.0,375.0,80.0,0
323.0,486.0,194.0,771.0,0
424.0,345.0,452.0,579.0,0
126.0,696.0,436.0,328.0,0
905.0,118.0,200.0,584.0,0
344.0,156.0,819.0,201.0,0
504.0,798.0,156.0,659.0,1
15.0,635.0,248.0,270.0,0
126.0,591.0,793.0,588.0,0
859.0,377.0,901.0,54.0,0
582.0,898.0,559.0,388.0,0
526.0,492.0,165.0,293.0,1
185.0,614.0,293.0,37.0,1
838.0,793.0,181.0,122.0,0
263.0,49.0,506.0,83.0,0
282.0,181.0,429.0,401.0,0
404.0,261.0,264.0,243.0,0
792.0,675.0,556.0,783.0,0
6.0,702.0,259.0,100.0,0
14.0,323.0,398.0,265.0,1
211.0,920.0,250.0,684.0,0
301.0,964.0,694.0,659.0,0
792.0,120.0,507.0,607.0,0
134.0,586.0,859.0,716.0,0
772.0,678.0,415.0,104.0,0
73.0,852.0,689.0,694.0,0
338.0,401.0,491.0,186.0,1
788.0,519.0,807.0,269.0,0
169.0,8.0,652.0,91.0,0
576.0,820.0,737.0,221.0,0
693.0,871.0,103.0,590.0,1
109.0,956.0,852.0,285.0,0
392.0,140.0,738.0,27.0,0
583.0,588.0,222.0,876.0,0
613.0,955.0,762.0,174.0,0
133.0,71.0,813.0,170.0,0
995.0,568.0,147.0,149.0,0
342.0,69.0,248.0,696.0,1
143.0,24.0,466.0,663.0,0
304.0,790.0,26.0,948.0,0
258.0,843.0,522.0,595.0,1
192.0,256.0,590.0,239.0,1
369.0,685.0,296.0,503.0,0
202.0,968.0,823.0,266.0,0
474.0,302.0,369.0,789.0,0
735.0,22.0,563.0,688.0,1
879.0,655.0,187.0,220.0,1
911.0,466.0,171.0,860.0,0
955.0,307.0,995.0,656.0,0
753.0,781.0,329.0,746.0,0
26.0,342.0,937.0,915.0,0
885.0,549.0,473.0,708.0,0
340.0,734.0,130.0,1.0,0
798.0,914.0,846.0,151.0,0
323.0,984.0,968.0,967.0,0
383.0,991.0,554.0,904.0,0
733.0,570.0,827.0,394.0,0
46.0,569.0,548.0,345.0,0
937.0,820.0,277.0,799.0,0
958.0,751.0,126.0,246.0,0
191.0,262.0,415.0,332.0,1
776.0,58.0,71.0,134.0,0
518.0,517.0,148.0,629.0,0
46.0,40.0,402.0,246.0,0
195.0,678.0,233.0,765.0,1
819.0,102.0,496.0,991.0,0
325.0,811.0,458.0,177.0,0
461.0,154.0,451.0,906.0,0
181.0,286.0,616.0,898.0,0
128.0,125.0,654.0,98.0,1
736.0,476.0,709.0,698.0,0
2.0,99.0,678.0,858.0,0
442.0,243.0,91.0,440.0,0
914.0,905.0,871.0,704.0,0
744.0,342.0,893.0,859.0,0
646.0,581.0,221.0,317.0,0
2.0,815.0,425.0,751.0,0
487.0,992.0,710.0,832.0,0
668.0,869.0,650.0,887.0,0
963.0,773.0,433.0,703.0,0
570.0,385.0,566.0,474.0,0
884.0,580.0,665.0,70.0,0
533.0,655.0,777.0,629.0,1
605.0,38.0,602.0,457.0,0
373.0,146.0,136.0,30.0,0
975.0,131.0,300.0,636.0,0
415.0,242.0,571.0,860.0,1
821.0,490.0,269.0,751.0,1
990.0,52.0,567.0,648.0,0
388.0,263.0,896.0,776.0,0
501.0,68.0,582.0,777.0,1
419.0,823.0,943.0,907.0,0
640.0,349.0,35.0,827.0,0
62.0,813.0,266.0,948.0,0
768.0,351.0,159.0,980.0,0
534.0,37.0,321.0,652.0,0
823.0,570.0,775.0,183.0,0
94.0,988.0,394.0,204.0,0
205.0,9.0,710.0,175.0,1
869.0,975.0,133.0,574.0,0
84.0,3.0,250.0,943.0,0
982.0,63.0,726.0,142.0,0
718.0,97.0,617.0,851.0,0
166.0,5.0,364.0,912.0,0
392.0,1.0,609.0,254.0,0
528.0,512.0,933.0,687.0,0
733.0,757.0,759.0,993.0,1
232.0,244.0,191.0,956.0,0
588.0,368.0,643.0,431.0,0
818.0,161.0,11.0,660.0,0
938.0,812.0,181.0,716.0,0
807.0,56.0,394.0,482.0,0
552.0,47.0,786.0,789.0,0
554.0,228.0,266.0,534.0,0
740.0,291.0,48.0,403.0,0
173.0,250.0,464.0,237.0,0
803.0,129.0,149.0,119.0,0
465.0,598.0,234.0,125.0,0
619.0,405.0,187.0,440.0,0
454.0,307.0,339.0,774.0,0
809.0,187.0,547.0,304.0,0
862.0,869.0,935.0,522.0,0
532.0,895.0,987.0,95.0,0
725.0,692.0,44.0,707.0,0
250.0,664.0,485.0,876.0,1
447.0,847.0,924.0,333.0,0
284.0,17.0,305.0,29.0,0
697.0,65.0,663.0,167.0,0
636.0,428.0,637.0,343.0,0
641.0,356.0,698.0,834.0,0
132.0,971.0,305.0,257.0,1
191.0,110.0,541.0,869.0,0
553.0,213.0,702.0,570.0,0
985.0,33.0,598.0,919.0,1
681.0,417.0,9.0,447.0,0
782.0,229.0,314.0,359.0,1
476.0,221.0,504.0,247.0,0
616.0,878.0,574.0,468.0,0
710.0,241.0,198.0,394.0,0
15.0,202.0,525.0,355.0,1
296.0,377.0,414.0,262.0,1
405.0,89.0,258.0,945.0,0
491.0,160.0,829.0,314.0,0
147.0,472.0,839.0,434.0,1
734.0,597.0,411.0,641.0,0
945.0,305.0,387.0,286.0,0
547.0,255.0,711.0,433.0,1
995.0,784.0,921.0,921.0,1
992.0,125.0,176.0,578.0,0
478.0,855.0,999.0,379.0,0
489.0,356.0,842.0,808.0,0
236.0,813.0,279.0,140.0,0
990.0,784.0,332.0,153.0,0
169.0,678.0,238.0,53.0,0
270.0,547.0,106.0,517.0,0
11.0,222.0,884.0,340.0,0
329.0,550.0,753.0,416.0,0
109.0,983.0,968.0,388.0,0
356.0,140.0,149.0,195.0,0
111.0,503.0,550.0,370.0,0
262.0,726.0,306.0,226.0,1
391.0,769.0,787.0,443.0,0
471.0,7.0,313.0,445.0,0
714.0,585.0,476.0,574.0,0
572.0,175.0,344.0,863.0,0
303.0,83.0,304.0,507.0,0
295.0,624.0,951.0,418.0,0
416.0,934.0,701.0,432.0,1
303.0,339.0,644.0,135.0,0
779.0,97.0,754.0,543.0,0
87.0,956.0,629.0,486.0,0
671.0,211.0,490.0,849.0,0
451.0,515.0,310.0,732.0,0
392.0,95.0,474.0,58.0,0
464.0,574.0,114.0,304.0,1
374.0,139.0,392.0,840.0,0
357.0,331.0,723.0,555.0,1
675.0,582.0,850.0,982.0,0
657.0,987.0,885.0,791.0,0
762.0,355.0,571.0,960.0,0
803.0,399.0,335.0,568.0,0
697.0,613.0,918.0,554.0,1
30.0,796.0,434.0,985.0,0
741.0,895.0,407.0,57.0,0
248.0,913.0,229.0,800.0,1
945.0,213.0,598.0,187.0,1
937.0,288.0,265.0,107.0,0
982.0,831.0,421.0,371.0,0
508.0,273.0,706.0,531.0,0
250.0,256.0,523.0,247.0,0
602.0,979.0,89.0,184.0,0
702.0,838.0,285.0,423.0,0
775.0,582.0,271.0,682.0,0
885.0,682.0,776.0,798.0,0
58.0,447.0,660.0,705.0,0
124.0,957.0,27.0,856.0,0
532.0,786.0,322.0,74.0,0
613.0,780.0,280.0,827.0,0
647.0,547.0,476.0,805.0,0
114.0,296.0,899.0,949.0,0
821.0,814.0,189.0,694.0,0
884.0,713.0,578.0,515.0,0
352.0,410.0,924.0,41.0,0
15.0,183.0,890.0,446.0,0
820.0,300.0,276.0,476.0,1
696.0,292.0,499.0,791.0,0
903.0,208.0,574.0,247.0,0
335.0,331.0,655.0,978.0,0
789.0,890.0,729.0,325.0,1
64.0,248.0,444.0,797.0,1
166.0,901.0,239.0,923.0,0
836.0,470.0,16.0,130.0,1
893.0,402.0,535.0,418.0,0
669.0,696.0,124.0,850.0,0
102.0,798.0,84.0,425.0,0
63.0,887.0,319.0,200.0,0
396.0,150.0,246.0,383.0,0
427.0,183.0,574.0,218.0,1
252.0,389.0,225.0,746.0,0
454.0,174.0,107.0,313.0,0
209.0,763.0,789.0,663.0,1
478.0,573.0,607.0,108.0,0
681.0,20.0,544.0,677.0,1
504.0,101.0,327.0,853.0,0
417.0,123.0,453.0,415.0,1
271.0,524.0,323.0,232.0,0
499.0,917.0,669.0,346.0,1
513.0,584.0,101.0,13.0,1
48.0,871.0,888.0,231.0,0
494.0,830.0,369.0,403.0,1
345.0,729.0,878.0,986.0,0
518.0,173.0,972.0,848.0,1
747.0,809.0,472.0,496.0,1
633.0,473.0,152.0,14.0,0
830.0,730.0,347.0,85.0,0
900.0,17.0,401.0,942.0,1
888.0,94.0,730.0,589.0,0
459.0,393.0,681.0,725.0,0
358.0,24.0,960.0,496.0,1
346.0,420.0,418.0,855.0,0
507.0,942.0,521.0,14.0,0
622.0,813.0,47.0,352.0,1
973.0,452.0,318.0,224.0,0
747.0,297.0,862.0,854.0,0
482.0,874.0,884.0,529.0,0
447.0,529.0,913.0,570.0,0
971.0,523.0,358.0,557.0,1
106.0,561.0,119.0,408.0,0
821.0,444.0,513.0,74.0,0
847.0,129.0,375.0,310.0,0
542.0,951.0,995.0,212.0,0
522.0,539.0,378.0,118.0,0
220.0,582.0,20.0,206.0,1
428.0,436.0,814.0,817.0,0
102.0,684.0,665.0,275.0,1
50.0,46.0,538.0,887.0,1
232.0,798.0,7.0,58.0,0
64.0,366.0,374.0,53.0,0
738.0,718.0,17.0,896.0,0
967.0,867.0,652.0,45.0,0
910.0,923.0,405.0,312.0,0
589.0,469.0,63.0,263.0,0
140.0,613.0,369.0,176.0,0
626.0,952.0,734.0,957.0,1
529.0,386.0,821.0,391.0,0
32.0,101.0,741.0,383.0,0
537.0,738.0,955.0,936.0,1
77.0,33.0,371.0,845.0,0
473.0,245.0,197.0,332.0,0
529.0,562.0,588.0,76.0,0
800.0,953.0,700.0,39.0,0
655.0,410.0,689.0,584.0,0
294.0,680.0,720.0,524.0,1
690.0,159.0,487.0,345.0,0
203.0,486.0,317.0,423.0,0
276.0,330.0,275.0,366.0,0
642.0,50.0,421.0,497.0,0
972.0,794.0,354.0,510.0,0
64.0,301.0,549.0,956.0,0
292.0,660.0,638.0,351.0,0
547.0,144.0,133.0,989.0,1
663.0,814.0,103.0,802.0,0
263.0,847.0,111.0,930.0,0
835.0,969.0,227.0,814.0,0
34.0,428.0,959.0,116.0,1
559.0,158.0,329.0,468.0,0
432.0,305.0,580.0,311.0,0
13.0,883.0,147.0,441.0,0
928.0,476.0,105.0,930.0,1
669.0,411.0,394.0,925.0,0
676.0,479.0,662.0,677.0,0
634.0,504.0,629.0,365.0,0
619.0,385.0,428.0,79.0,1
587.0,778.0,755.0,462.0,0
527.0,299.0,916.0,435.0,0
539.0,219.0,289.0,846.0,0
783.0,454.0,456.0,37.0,1
81.0,986.0,640.0,48.0,0
597.0,19.0,132.0,637.0,0
122.0,442.0,651.0,852.0,0
856.0,606.0,210.0,141.0,0
310.0,267.0,30.0,525.0,0
190.0,840.0,791.0,926.0,0
274.0,600.0,129.0,112.0,0
216.0,392.0,383.0,131.0,0
597.0,590.0,225.0,648.0,0
908.0,967.0,95.0,995.0,0
237.0,886.0,439.0,597.0,0
384.0,521.0,493.0,555.0,1
451.0,405.0,83.0,827.0,0
277.0,933.0,77.0,271.0,0
638.0,440.0,340.0,649.0,0
48.0,793.0,72.0,967.0,1
912.0,618.0,209.0,543.0,0
233.0,725.0,300.0,421.0,0
632.0,122.0,68.0,446.0,0
756.0,536.0,43.0,68.0,0
453.0,158.0,932.0,735.0,0
109.0,16.0,77.0,100.0,0
369.0,33.0,301.0,229.0,0
82.0,255.0,632.0,754.0,0
399.0,228.0,246.0,507.0,1
739.0,731.0,863.0,75.0,0
37.0,866.0,855.0,546.0,0
337.0,333.0,142.0,163.0,0
52.0,769.0,815.0,838.0,0
31.0,848.0,501.0,564.0,0
7.0,526.0,564.0,726.0,0
213.0,783.0,465.0,432.0,1
301.0,473.0,476.0,852.0,0
198.0,729.0,306.0,136.0,0
599.0,918.0,677.0,640.0,0
705.0,311.0,626.0,78.0,0
798.0,288.0,471.0,411.0,0
928.0,165.0,720.0,461.0,0
206.0,240.0,639.0,732.0,0
116.0,579.0,973.0,742.0,0
953.0,361.0,467.0,565.0,1
515.0,559.0,266.0,964.0,0
766.0,917.0,852.0,865.0,1
292.0,597.0,633.0,694.0,1
743.0,730.0,662.0,513.0,0
676.0,491.0,111.0,59.0,0
638.0,386.0,117.0,539.0,0
121.0,658.0,99.0,107.0,0
835.0,991.0,410.0,112.0,0
386.0,692.0,368.0,626.0,0
553.0,710.0,613.0,890.0,0
456.0,207.0,575.0,242.0,0
915.0,112.0,27.0,449.0,0
559.0,40.0,52.0,646.0,0
228.0,802.0,854.0,22.0,0
968.0,955.0,238.0,991.0,1
62.0,682.0,907.0,833.0,0
650.0,956.0,764.0,559.0,0
965.0,58.0,537.0,834.0,1
58.0,192.0,138.0,152.0,0
161.0,344.0,764.0,835.0,0
546.0,863.0,361.0,878.0,1
807.0,705.0,304.0,576.0,0
778.0,740.0,419.0,288.0,1
313.0,331.0,913.0,67.0,0
766.0,260.0,985.0,209.0,0
415.0,687.0,642.0,147.0,0
505.0,166.0,90.0,139.0,1
69.0,178.0,165.0,712.0,1
337.0,87.0,405.0,751.0,0
879.0,99.0,31.0,832.0,1
247.0,313.0,480.0,695.0,1
735.0,653.0,518.0,205.0,0
607.0,558.0,621.0,491.0,0
106.0,786.0,101.0,923.0,0
652.0,387.0,615.0,465.0,0
788.0,54.0,792.0,566.0,0
729.0,853.0,60.0,330.0,0
688.0,693.0,957.0,989.0,0
525.0,234.0,690.0,110.0,1
810.0,876.0,62.0,22.0,0
360.0,437.0,411.0,750.0,1
742.0,275.0,405.0,255.0,0
457.0,44.0,928.0,220.0,0
598.0,227.0,999.0,522.0,0
66.0,736.0,661.0,897.0,0
182.0,26.0,602.0,578.0,1
131.0,747.0,157.0,867.0,0
469.0,736.0,521.0,862.0,1
664.0,393.0,963.0,426.0,0
211.0,254.0,173.0,319.0,0
447.0,196.0,909.0,81.0,0
202.0,191.0,505.0,911.0,0
120.0,756.0,854.0,677.0,0
680.0,586.0,0.0,593.0,0
954.0,819.0,771.0,269.0,0
526.0,173.0,38.0,546.0,0
103.0,498.0,796.0,854.0,1
118.0,238.0,331.0,497.0,0
981.0,271.0,383.0,464.0,0
352.0,196.0,165.0,808.0,0
416.0,895.0,435.0,913.0,1
688.0,124.0,654.0,393.0,1
419.0,39.0,976.0,728.0,0
732.0,297.0,165.0,963.0,1
505.0,210.0,774.0,124.0,0
433.0,248.0,912.0,710.0,0
164.0,747.0,947.0,530.0,0
459.0,612.0,62.0,857.0,0
665.0,656.0,962.0,929.0,0
358.0,509.0,200.0,337.0,1
967.0,177.0,71.0,423.0,0
636.0,978.0,659.0,228.0,1
602.0,708.0,64.0,636.0,0
149.0,866.0,11.0,632.0,0
76.0,788.0,855.0,698.0,1
348.0,227.0,57.0,596.0,0
743.0,731.0,133.0,608.0,1
310.0,369.0,635.0,372.0,1
569.0,168.0,421.0,453.0,0
141.0,166.0,286.0,930.0,0
586.0,624.0,809.0,680.0,1
69.0,952.0,460.0,141.0,0
34.0,192.0,515.0,25.0,1
868.0,475.0,194.0,842.0,1
557.0,997.0,256.0,166.0,1
315.0,322.0,840.0,626.0,0
5.0,690.0,946.0,886.0,0
902.0,475.0,413.0,861.0,1
354.0,225.0,207.0,941.0,1
477.0,138.0,289.0,872.0,0
13.0,498.0,0.0,41.0,1
330.0,716.0,582.0,741.0,0
704.0,525.0,118.0,686.0,0
598.0,511.0,373.0,510.0,0
228.0,170.0,640.0,788.0,0
825.0,981.0,455.0,401.0,0
969.0,390.0,798.0,398.0,0
973.0,710.0,489.0,967.0,1
2.0,388.0,584.0,545.0,0
120.0,859.0,547.0,870.0,1
67.0,6.0,799.0,899.0,0
399.0,505.0,418.0,377.0,0
604.0,100.0,883.0,203.0,0
179.0,666.0,226.0,851.0,0
680.0,223.0,687.0,194.0,0
291.0,743.0,998.0,118.0,0
24.0,330.0,596.0,686.0,0
430.0,175.0,344.0,160.0,1
28.0,394.0,762.0,412.0,0
618.0,762.0,9.0,376.0,0
273.0,608.0,594.0,724.0,0
792.0,933.0,613.0,878.0,0
827.0,526.0,738.0,660.0,0
111.0,41.0,89.0,167.0,0
999.0,775.0,649.0,823.0,1
688.0,783.0,556.0,585.0,0
273.0,71.0,824.0,371.0,0
279.0,447.0,846.0,37.0,1
661.0,872.0,656.0,373.0,1
553.0,532.0,910.0,567.0,0
861.0,19.0,10.0,41.0,0
675.0,955.0,383.0,780.0,0
257.0,834.0,243.0,162.0,0
950.0,943.0,722.0,322.0,1
150.0,431.0,281.0,866.0,0
289.0,18.0,733.0,941.0,1
846.0,625.0,53.0,270.0,1
941.0,321.0,747.0,154.0,0
286.0,447.0,500.0,33.0,1
472.0,938.0,361.0,519.0,0
848.0,292.0,181.0,998.0,1
641.0,424.0,256.0,109.0,0
217.0,153.0,969.0,817.0,1
830.0,868.0,404.0,384.0,0
213.0,853.0,177.0,54.0,0
261.0,716.0,990.0,651.0,0
948.0,607.0,924.0,491.0,0
662.0,465.0,351.0,695.0,0
549.0,523.0,882.0,156.0,0
80.0,820.0,666.0,672.0,0
796.0,723.0,168.0,144.0,1
419.0,531.0,715.0,932.0,0
181.0,708.0,747.0,834.0,0
513.0,493.0,433.0,171.0,0
886.0,615.0,827.0,275.0,0
989.0,677.0,792.0,526.0,1
300.0,555.0,966.0,548.0,0
610.0,492.0,610.0,981.0,0
447.0,795.0,171.0,551.0,1
805.0,57.0,935.0,27.0,0
328.0,413.0,232.0,922.0,0
187.0,801.0,268.0,665.0,0
697.0,505.0,617.0,54.0,0
5.0,327.0,855.0,791.0,0
780.0,872.0,277.0,542.0,1
248.0,791.0,572.0,901.0,0
879.0,601.0,630.0,194.0,1
427.0,530.0,381.0,113.0,0
645.0,400.0,621.0,945.0,0
894.0,687.0,337.0,466.0,1
888.0,981.0,193.0,601.0,1
473.0,789.0,720.0,500.0,1
364.0,309.0,45.0,702.0,0
872.0,290.0,47.0,989.0,1
488.0,827.0,748.0,201.0,1
548.0,421.0,284.0,123.0,0
940.0,521.0,237.0,58.0,0
831.0,593.0,187.0,959.0,0
958.0,551.0,685.0,658.0,1
559.0,903.0,843.0,868.0,0
285.0,566.0,673.0,721.0,0
829.0,582.0,123.0,251.0,0
233.0,757.0,105.0,431.0,0
571.0,904.0,108.0,623.0,0
917.0,543.0,599.0,744.0,0
759.0,813.0,481.0,71.0,1
395.0,614.0,337.0,936.0,0
395.0,640.0,474.0,731.0,1
85.0,197.0,30.0,471.0,0
422.0,892.0,395.0,557.0,0
903.0,103.0,568.0,857.0,0
18.0,756.0,744.0,616.0,0
970.0,940.0,189.0,327.0,0
134.0,440.0,213.0,904.0,0
133.0,200.0,929.0,372.0,0
82.0,156.0,52.0,163.0,0
626.0,758.0,573.0,86.0,0
347.0,98.0,212.0,868.0,0
740.0,645.0,96.0,845.0,0
997.0,427.0,90.0,564.0,0
233.0,735.0,753.0,991.0,0
289.0,271.0,512.0,658.0,1
311.0,340.0,950.0,423.0,0
114.0,359.0,936.0,308.0,1
138.0,440.0,939.0,389.0,1
162.0,429.0,961.0,353.0,0
73.0,646.0,343.0,191.0,1
247.0,48.0,310.0,646.0,1
605.0,468.0,401.0,543.0,1
55.0,501.0,974.0,637.0,0
42.0,720.0,129.0,302.0,0
548.0,69.0,847.0,399.0,0
967.0,742.0,207.0,180.0,0
682.0,210.0,376.0,948.0,0
556.0,471.0,390.0,652.0,0
318.0,415.0,215.0,32.0,1
97.0,768.0,83.0,430.0,0
396.0,351.0,830.0,226.0,1
371.0,472.0,801.0,423.0,0
133.0,77.0,379.0,933.0,0
337.0,568.0,746.0,985.0,0
967.0,521.0,854.0,744.0,0
695.0,751.0,900.0,98.0,0
752.0,241.0,314.0,54.0,0
978.0,732.0,539.0,806.0,1
568.0,834.0,275.0,251.0,1
154.0,246.0,782.0,904.0,0
311.0,241.0,764.0,231.0,1
118.0,157.0,906.0,284.0,1
714.0,27.0,81.0,68.0,0
346.0,637.0,702.0,625.0,0
578.0,94.0,179.0,905.0,0
13.0,696.0,583.0,667.0,0
890.0,469.0,611.0,423.0,1
830.0,434.0,834.0,978.0,0
82.0,727.0,21.0,778.0,0
681.0,589.0,972.0,620.0,0
396.0,192.0,825.0,823.0,0
95.0,393.0,298.0,346.0,0
43.0,276.0,423.0,505.0,0
828.0,593.0,754.0,285.0,0
502.0,605.0,980.0,606.0,1
720.0,830.0,728.0,484.0,0
368.0,93.0,936.0,152.0,0
181.0,883.0,74.0,13.0,0
134.0,537.0,546.0,42.0,0
223.0,438.0,356.0,317.0,0
302.0,927.0,616.0,852.0,0
483.0,944.0,340.0,461.0,0
290.0,727.0,932.0,435.0,0
489.0,781.0,170.0,638.0,1
711.0,826.0,859.0,766.0,0
268.0,294.0,567.0,810.0,0
957.0,753.0,213.0,203.0,0
147.0,919.0,2.0,448.0,1
993.0,900.0,784.0,331.0,0
431.0,804.0,250.0,769.0,0
173.0,97.0,267.0,881.0,0
3.0,443.0,102.0,569.0,0
250.0,677.0,844.0,304.0,0
543.0,536.0,568.0,279.0,0
890.0,594.0,937.0,332.0,1
863.0,640.0,135.0,46.0,0
699.0,710.0,871.0,843.0,0
850.0,650.0,526.0,855.0,1
344.0,742.0,841.0,584.0,0
711.0,614.0,803.0,163.0,0
1.0,498.0,683.0,497.0,0
646.0,770.0,987.0,984.0,1
560.0,804.0,944.0,567.0,1
107.0,51.0,133.0,997.0,0
964.0,298.0,146.0,627.0,0
131.0,672.0,660.0,309.0,0
261.0,548.0,308.0,189.0,0
518.0,555.0,869.0,834.0,0
407.0,227.0,911.0,522.0,0
951.0,99.0,691.0,584.0,0
994.0,962.0,434.0,919.0,1
138.0,564.0,7.0,805.0,1
91.0,248.0,177.0,579.0,0
907.0,268.0,498.0,227.0,0
848.0,61.0,454.0,53.0,1
194.0,99.0,123.0,161.0,0
68.0,796.0,582.0,47.0,0
217.0,461.0,344.0,300.0,0
588.0,654.0,512.0,619.0,0
673.0,584.0,906.0,866.0,0
897.0,103.0,885.0,776.0,0
773.0,607.0,930.0,781.0,0
917.0,841.0,393.0,426.0,0
924.0,795.0,51.0,561.0,0
519.0,588.0,973.0,613.0,0
272.0,775.0,192.0,907.0,0
308.0,841.0,426.0,470.0,1
732.0,986.0,13.0,937.0,0
648.0,652.0,200.0,572.0,0
475.0,757.0,946.0,547.0,0
147.0,106.0,271.0,424.0,1
448.0,301.0,955.0,566.0,0
839.0,190.0,319.0,735.0,1
78.0,639.0,763.0,958.0,0
988.0,925.0,230.0,792.0,0
939.0,133.0,338.0,284.0,0
470.0,579.0,823.0,661.0,0
606.0,832.0,223.0,701.0,0
984.0,654.0,816.0,896.0,0
596.0,386.0,729.0,361.0,1
744.0,860.0,472.0,952.0,0
440.0,338.0,864.0,851.0,0
209.0,920.0,915.0,973.0,0
181.0,230.0,62.0,851.0,0
90.0,928.0,78.0,742.0,0
553.0,348.0,260.0,525.0,0
71.0,647.0,936.0,263.0,0
925.0,852.0,571.0,456.0,0
774.0,58.0,560.0,770.0,0
221.0,941.0,861.0,684.0,0
885.0,174.0,561.0,687.0,0
